Type,Instance,Radii,Length,PosX,PosY,PosZ,DirX,DirY,DirZ
Type 12,Instance 12,2.9698,20.0,627.0999999999999,413.05430835741663,106.91217273368571,0.0,0.7071067811865476,-0.7071067811865476
Type 12,Instance 13,2.9698,20.0,22.899999999999892,507.0,297.9,0.0,1.0,0.0
Type 12,Instance 14,2.9698,20.0,622.8999999999999,507.0,297.9,0.0,1.0,0.0
Type 12,Instance 15,2.9698,20.0,627.0999999999999,507.0,302.1,0.0,1.0,0.0
Type 12,Instance 16,2.9698,20.0,27.099999999999888,507.0,302.1,0.0,1.0,0.0
Type 13,Instance 1,1.4142,20.0,151.70944314441272,262.1270659804535,10.0,0.0,0.0,1.0
Type 13,Instance 2,1.4142,20.0,87.69635087395733,197.43298336669545,10.0,0.0,0.0,1.0
Type 13,Instance 3,1.4142,20.0,296.76038626789125,181.08921512743024,10.0,0.0,0.0,1.0
Type 13,Instance 4,1.4142,20.0,345.79169098568684,276.42786318981047,10.0,0.0,0.0,1.0
Type 13,Instance 5,1.4142,20.0,534.4260160805392,161.34049517165144,10.0,0.0,0.0,1.0
Type 13,Instance 6,1.4142,20.0,441.8113293913698,52.382040243216835,10.0,0.0,0.0,1.0
Type 13,Instance 7,1.4142,20.0,443.8113293913698,54.382040243216835,10.0,0.0,0.0,1.0
Type 13,Instance 8,1.4142,20.0,536.4260160805392,163.34049517165144,10.0,0.0,0.0,1.0
Type 13,Instance 9,1.4142,20.0,347.79169098568684,278.42786318981047,10.0,0.0,0.0,1.0
Type 13,Instance 10,1.4142,20.0,298.76038626789125,183.08921512743024,10.0,0.0,0.0,1.0
Type 13,Instance 11,1.4142,20.0,89.69635087395733,199.43298336669545,10.0,0.0,0.0,1.0
Type 13,Instance 12,1.4142,20.0,153.70944314441272,264.1270659804535,10.0,0.0,0.0,1.0
Type 13,Instance 13,1.4142,20.0,89.05833156056286,362.2080271131835,56.06589148945261,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 14,1.4142,20.0,254.5389849831229,454.66234193018937,148.52020630645853,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 15,1.4142,20.0,395.50398604678514,385.32160581743494,79.17947019370405,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 16,1.4142,20.0,543.9598808867772,392.5445991625135,86.40246353878261,0.0,0.7071067811865483,-0.7071067811865469
Type 13,Instance 17,1.4142,20.0,533.7450257372365,465.25606550297124,159.1139298792404,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 18,1.4142,20.0,277.0116663121125,385.32160581743494,79.17947019370405,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 19,1.4142,20.0,101.99714808331441,432.51182900528175,126.36969338155087,0.0,0.7071067811865483,-0.7071067811865469
Type 13,Instance 20,1.4142,20.0,428.1915225253154,349.20663909204205,43.0645034683111,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 21,1.4142,20.0,423.4245901221965,423.8442369911874,117.7021013674565,0.0,0.7071067811865483,-0.7071067811865469
Type 13,Instance 22,1.4142,20.0,196.65480580239202,367.9864217892464,61.844286165515456,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 23,1.4142,20.0,198.65480580239202,369.4006353516195,63.25849972788856,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 24,1.4142,20.0,425.4245901221965,425.2584505535605,119.1163149298296,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 25,1.4142,20.0,430.1915225253154,350.62085265441516,44.4787170306842,0.0,0.7071067811865478,-0.7071067811865471
Type 13,Instance 26,1.4142,20.0,103.99714808331441,433.92604256765486,127.78390694392397,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 27,1.4142,20.0,279.0116663121125,386.73581937980805,80.59368375607716,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 28,1.4142,20.0,535.7450257372365,466.67027906534435,160.5281434416135,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 29,1.4142,20.0,545.9598808867772,393.9588127248866,87.8166771011557,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 30,1.4142,20.0,397.50398604678514,386.73581937980805,80.59368375607716,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 31,1.4142,20.0,256.53898498312293,456.0765554925625,149.93441986883164,0.0,0.7071067811865476,-0.7071067811865476
Type 13,Instance 32,1.4142,20.0,91.05833156056286,363.6222406755566,57.48010505182571,0.0,0.7071067811865478,-0.7071067811865471
Type 13,Instance 33,1.4142,20.0,177.58707618991576,507.0,341.34704130687896,0.0,1.0,0.0
Type 13,Instance 34,1.4142,20.0,150.34746245780715,507.0,289.5917752158725,0.0,1.0,0.0
Type 13,Instance 35,1.4142,20.0,352.60159441871383,507.0,354.2858578296306,0.0,1.0,0.0
Type 13,Instance 36,1.4142,20.0,402.3138894798122,507.0,267.11909388688287,0.0,1.0,0.0
Type 13,Instance 37,1.4142,20.0,539.1929484836581,507.0,312.74544688816485,0.0,1.0,0.0
Type 13,Instance 38,1.4142,20.0,86.0078360424778,507.0,312.74544688816485,0.0,1.0,0.0
Type 13,Instance 39,1.4142,20.0,88.0078360424778,507.0,314.74544688816485,0.0,1.0,0.0
Type 13,Instance 40,1.4142,20.0,541.1929484836581,507.0,314.74544688816485,0.0,1.0,0.0
Type 13,Instance 41,1.4142,20.0,404.3138894798122,507.0,269.11909388688287,0.0,1.0,0.0
Type 13,Instance 42,1.4142,20.0,354.60159441871383,507.0,356.2858578296306,0.0,1.0,0.0
Type 13,Instance 43,1.4142,20.0,152.34746245780715,507.0,291.5917752158725,0.0,1.0,0.0
Type 13,Instance 44,1.4142,20.0,179.58707618991576,507.0,343.34704130687896,0.0,1.0,0.0
Type 14,Instance 1,2.4749,20.0,106.01408048643349,54.35600161642774,10.0,0.0,0.0,1.0
Type 14,Instance 2,2.4749,20.0,222.46342919119792,140.16078487256996,10.0,0.0,0.0,1.0
Type 14,Instance 3,2.4749,20.0,244.25512017688482,249.80023014430728,10.0,0.0,0.0,1.0
Type 14,Instance 4,2.4749,20.0,485.3257017060464,106.11126770743412,10.0,0.0,0.0,1.0
Type 14,Instance 5,2.4749,20.0,380.4531888374281,161.2714855149542,10.0,0.0,0.0,1.0
Type 14,Instance 6,2.4749,20.0,575.8974173653077,260.0150852938481,10.0,0.0,0.0,1.0
Type 14,Instance 7,2.4749,20.0,601.0940600675083,65.25184710927121,10.0,0.0,0.0,1.0
Type 14,Instance 8,2.4749,20.0,604.5940600675083,68.75184710927115,10.0,0.0,0.0,1.0
Type 14,Instance 9,2.4749,20.0,579.3974173653077,263.51508529384796,10.0,0.0,0.0,1.0
Type 14,Instance 10,2.4749,20.0,383.9531888374281,164.7714855149542,10.0,0.0,0.0,1.0
Type 14,Instance 11,2.4749,20.0,488.8257017060464,109.61126770743412,10.0,0.0,0.0,1.0
Type 14,Instance 12,2.4749,20.0,247.75512017688482,253.30023014430728,10.0,0.0,0.0,1.0
Type 14,Instance 13,2.4749,20.0,225.96342919119792,143.66078487256996,10.0,0.0,0.0,1.0
Type 14,Instance 14,2.4749,20.0,109.51408048643349,57.85600161642774,10.0,0.0,0.0,1.0
Type 14,Instance 15,2.4749,20.0,127.12478112881766,397.3111308630146,91.1689952392837,0.0,0.7071067811865476,-0.7071067811865476
Type 14,Instance 16,2.4749,20.0,75.36951503781125,468.57799853445664,162.43586291072586,0.0,0.7071067811865483,-0.7071067811865469
Type 14,Instance 17,2.4749,20.0,323.93099034330265,424.2769726846413,118.13483706091046,0.0,0.7071067811865478,-0.7071067811865471
Type 14,Instance 18,2.4749,20.0,338.9127778959624,352.0470392338555,45.904903610124535,0.0,0.7071067811865477,-0.7071067811865474
Type 14,Instance 19,2.4749,20.0,500.30748925870625,413.6832491118594,107.5411134881285,0.0,0.7071067811865478,-0.7071067811865471
